Lema	Clase	Frec. gral.	Frec. norm.	Frec. norm.
puesta	N	12841	33.448	38.4
encantar	V	12822	33.399	38.343
respectivo	A	12820	33.394	38.337
acumular	V	12799	33.339	38.274
desarrollado	A	12784	33.3	38.229
residencia	N	12782	33.295	38.223
débil	A	12780	33.289	38.217
apretar	V	12778	33.284	38.211
atentado	N	12769	33.261	38.185
castillo	N	12767	33.256	38.179
típico	A	12763	33.245	38.167
atribuir	V	12753	33.219	38.137
kilo	N	12752	33.216	38.134
supremo	A	12746	33.201	38.116
enfermo	N	12744	33.196	38.11
confundir	V	12736	33.175	38.086
reaccionar	V	12720	33.133	38.038
lucir	V	12712	33.112	38.014
gastar	V	12706	33.097	37.996
grabar	V	12706	33.097	37.996
legislativo	A	12706	33.097	37.996
varón	N	12705	33.094	37.993
2013	N	12694	33.065	37.96
exhibir	V	12678	33.024	37.912
8	M	12673	33.011	37.898
rendir	V	12672	33.008	37.895
homenaje	N	12666	32.992	37.877
ligero	A	12645	32.938	37.814
instrucción	N	12640	32.925	37.799
virgen	N	12624	32.883	37.751
profesión	N	12598	32.815	37.673
13	M	12567	32.735	37.581
emocional	A	12567	32.735	37.581
aspirar	V	12557	32.709	37.551
proyectar	V	12555	32.703	37.545
desconocer	V	12536	32.654	37.488
testimonio	N	12536	32.654	37.488
m	N	12529	32.636	37.467
balón	N	12524	32.623	37.452
respecto de	P	12520	32.612	37.44
gerente	N	12512	32.591	37.416
bandera	N	12511	32.589	37.413
distrito	N	12509	32.583	37.407
en relación con	P	12507	32.578	37.401
territorial	A	12504	32.57	37.392
en vez de	P	12484	32.518	37.332
inmigrante	N	12482	32.513	37.326
lamentar	V	12464	32.466	37.273
condenar	V	12462	32.461	37.267
22	N	12445	32.417	37.216
aéreo	A	12445	32.417	37.216
dividir	V	12445	32.417	37.216
trayectoria	N	12445	32.417	37.216
modificación	N	12442	32.409	37.207
colega	N	12432	32.383	37.177
financiar	V	12421	32.354	37.144
formato	N	12418	32.346	37.135
explotación	N	12416	32.341	37.129
rincón	N	12413	32.333	37.12
adentro	R	12406	32.315	37.099
circuito	N	12401	32.302	37.084
destacado	A	12393	32.281	37.06
Japón	K	12392	32.279	37.057
concepción	N	12390	32.274	37.051
francés	N	12388	32.268	37.045
quemar	V	12386	32.263	37.039
basura	N	12385	32.261	37.036
duración	N	12382	32.253	37.027
escritura	N	12365	32.208	36.976
central	N	12361	32.198	36.964
pasear	V	12358	32.19	36.956
héroe	N	12356	32.185	36.95
requisito	N	12356	32.185	36.95
turista	N	12342	32.148	36.908
eficaz	A	12341	32.146	36.905
vacío	N	12324	32.102	36.854
notable	A	12323	32.099	36.851
estrenar	V	12318	32.086	36.836
avisar	V	12312	32.07	36.818
2014	N	12287	32.005	36.743
80	N	12287	32.005	36.743
regular	V	12283	31.995	36.731
hilo	N	12278	31.982	36.716
vacación	N	12267	31.953	36.683
combustible	N	12266	31.951	36.68
cien	M	12259	31.932	36.659
combatir	V	12238	31.878	36.597
creador	N	12237	31.875	36.594
acariciar	V	12232	31.862	36.579
dosis	N	12227	31.849	36.564
cuestión de	P	12226	31.846	36.561
curiosidad	N	12220	31.831	36.543
1997	N	12201	31.781	36.486
emprender	V	12197	31.771	36.474
móvil	N	12195	31.766	36.468
huella	N	12183	31.734	36.432
baile	N	12181	31.729	36.426
horario	N	12181	31.729	36.426
ave	N	12179	31.724	36.42
coordinación	N	12168	31.695	36.387
Antonio	K	12161	31.677	36.366
prevenir	V	12154	31.659	36.345
ordenador	N	12153	31.656	36.342
rodilla	N	12153	31.656	36.342
Caribe	K	12151	31.651	36.337
organizado	A	12147	31.641	36.325
menor	N	12141	31.625	36.307
cigarrillo	N	12136	31.612	36.292
variar	V	12130	31.596	36.274
introducción	N	12115	31.557	36.229
cuestionar	V	12113	31.552	36.223
cansado	A	12108	31.539	36.208
adicional	A	12103	31.526	36.193
bomba	N	12093	31.5	36.163
paquete	N	12090	31.492	36.154
2015	N	12074	31.45	36.106
satisfacción	N	12072	31.445	36.1
combate	N	12071	31.443	36.097
indio	N	12065	31.427	36.079
gráfico	A	12053	31.396	36.043
horizonte	N	12038	31.357	35.999
apartar	V	12026	31.325	35.963
cero	N	12022	31.315	35.951
cálculo	N	12022	31.315	35.951
combinar	V	12015	31.297	35.93
seleccionar	V	12013	31.292	35.924
circular	V	12001	31.26	35.888
teórico	A	11997	31.25	35.876
gozar	V	11996	31.247	35.873
Rusia	K	11980	31.206	35.825
embarazo	N	11971	31.182	35.798
urgencia	N	11965	31.166	35.78
quejar	V	11949	31.125	35.732
pelear	V	11946	31.117	35.723
bloque	N	11945	31.114	35.72
una vez que	C	11942	31.107	35.712
procurar	V	11939	31.099	35.703
trastorno	N	11920	31.049	35.646
identificación	N	11915	31.036	35.631
mediano	A	11907	31.015	35.607
obtenido	A	11899	30.995	35.583
lago	N	11895	30.984	35.571
arroz	N	11869	30.916	35.493
mantenimiento	N	11865	30.906	35.481
avanzado	A	11855	30.88	35.451
colectivo	N	11854	30.877	35.448
ascender	V	11851	30.87	35.439
19	N	11843	30.849	35.415
nuclear	A	11834	30.825	35.389
fundar	V	11829	30.812	35.374
descanso	N	11816	30.778	35.335
equivocar	V	11812	30.768	35.323
23	N	11807	30.755	35.308
déficit	N	11805	30.75	35.302
secreto	A	11805	30.75	35.302
temporal	A	11799	30.734	35.284
Inglaterra	K	11793	30.718	35.266
peruano	A	11787	30.703	35.248
reconocido	A	11775	30.672	35.212
dinámica	N	11769	30.656	35.194
promesa	N	11761	30.635	35.17
interacción	N	11760	30.632	35.167
ahorro	N	11759	30.63	35.164
lógico	N	11759	30.63	35.164
seguimiento	N	11752	30.612	35.143
proteína	N	11745	30.593	35.122
a lo mejor	R	11731	30.557	35.081
pensión	N	11725	30.541	35.063
decena	N	11708	30.497	35.012
catalán	A	11707	30.494	35.009
transmisión	N	11698	30.471	34.982
Ana	K	11695	30.463	34.973
Lima	K	11680	30.424	34.928
gratuito	A	11666	30.388	34.886
marino	A	11664	30.382	34.88
liderar	V	11653	30.354	34.847
repartir	V	11648	30.341	34.832
coste	N	11639	30.317	34.805
mentir	V	11638	30.315	34.802
Cataluña	K	11637	30.312	34.799
mediados	N	11637	30.312	34.799
estabilidad	N	11622	30.273	34.755
7	M	11604	30.226	34.701
vigente	A	11594	30.2	34.671
absolutamente	R	11593	30.197	34.668
limitado	A	11583	30.171	34.638
The	F	11582	30.169	34.635
computadora	N	11582	30.169	34.635
encargado	N	11572	30.143	34.605
fiscalía	N	11572	30.143	34.605
exigencia	N	11570	30.138	34.599
g	N	11562	30.117	34.575
eterno	A	11559	30.109	34.566
titular	V	11558	30.106	34.563
mando	N	11556	30.101	34.557
juvenil	A	11553	30.093	34.548
imaginación	N	11552	30.091	34.545
27	N	11550	30.085	34.539
dictadura	N	11548	30.08	34.533
temprano	R	11546	30.075	34.527
tristeza	N	11543	30.067	34.518
tratado	N	11539	30.057	34.506
interesado	A	11532	30.039	34.485
Pedro	K	11523	30.015	34.459
enfermero	N	11514	29.992	34.432
28	N	11508	29.976	34.414
negociar	V	11494	29.94	34.372
de modo que	C	11492	29.934	34.366
pescado	N	11492	29.934	34.366
ahora que	C	11476	29.893	34.318
dado que	C	11468	29.872	34.294
pájaro	N	11466	29.867	34.288
Costa Rica	K	11457	29.843	34.261
orquesta	N	11447	29.817	34.231
transición	N	11444	29.809	34.222
corredor	N	11440	29.799	34.21
fomentar	V	11438	29.794	34.204
gris	A	11437	29.791	34.201
comandante	N	11427	29.765	34.171
suspender	V	11415	29.734	34.136
barra	N	11409	29.718	34.118
desde luego	R	11401	29.697	34.094
valoración	N	11395	29.682	34.076
mexicano	N	11387	29.661	34.052
desempeñar	V	11380	29.643	34.031
renta	N	11377	29.635	34.022
exacto	A	11374	29.627	34.013
tránsito	N	11373	29.624	34.01
reproducir	V	11369	29.614	33.998
abuso	N	11362	29.596	33.977
clasificar	V	11357	29.583	33.962
gobernar	V	11350	29.565	33.941
maravilloso	A	11345	29.552	33.926
consolidar	V	11334	29.523	33.893
creativo	A	11329	29.51	33.878
aprobación	N	11323	29.494	33.86
maíz	N	11318	29.481	33.845
cómodo	A	11307	29.453	33.813
sanción	N	11306	29.45	33.81
inaugurar	V	11296	29.424	33.78
potencial	N	11288	29.403	33.756
regulación	N	11280	29.382	33.732
lógico	A	11271	29.359	33.705
camión	N	11259	29.327	33.669
1996	N	11250	29.304	33.642
descender	V	11246	29.294	33.63
estrecho	A	11245	29.291	33.627
afrontar	V	11232	29.257	33.588
antecedente	N	11232	29.257	33.588
estadística	N	11229	29.249	33.579
a medida que	C	11222	29.231	33.558
acoger	V	11215	29.213	33.537
remedio	N	11211	29.202	33.526
oreja	N	11202	29.179	33.499
descubrimiento	N	11199	29.171	33.49
incidencia	N	11193	29.156	33.472
legislación	N	11191	29.15	33.466
asistente	N	11190	29.148	33.463
toro	N	11190	29.148	33.463
proyección	N	11174	29.106	33.415
distribuir	V	11172	29.101	33.409
juzgar	V	11158	29.064	33.367
visto	A	11153	29.051	33.352
fortuna	N	11148	29.038	33.337
petición	N	11148	29.038	33.337
Roma	K	11144	29.028	33.325
registrado	A	11144	29.028	33.325
ronda	N	11136	29.007	33.301
fallar	V	11135	29.004	33.298
baja	N	11134	29.002	33.295
cura	N	11128	28.986	33.277
Nicaragua	K	11120	28.965	33.253
ejemplar	N	11103	28.921	33.203
derivar	V	11102	28.919	33.2
disminución	N	11102	28.919	33.2
mito	N	11102	28.919	33.2
UE	K	11098	28.908	33.188
ay	I	11098	28.908	33.188
fábrica	N	11092	28.892	33.17
cumbre	N	11090	28.887	33.164
difusión	N	11087	28.879	33.155
La Habana	K	11070	28.835	33.104
dibujar	V	11068	28.83	33.098
atractivo	A	11058	28.804	33.068
hielo	N	11051	28.786	33.047
pez	N	11051	28.786	33.047
rayo	N	11048	28.778	33.038
modalidad	N	11045	28.77	33.029
limitación	N	11042	28.762	33.02
Panamá	K	11039	28.754	33.011
difundir	V	11035	28.744	32.999
40	N	11034	28.741	32.996
patria	N	11034	28.741	32.996
panorama	N	11033	28.739	32.993
24	N	11029	28.728	32.981
Unión Europea	K	11027	28.723	32.975
citado	A	11022	28.71	32.96
solitario	A	11012	28.684	32.93
orilla	N	11007	28.671	32.915
canto	N	10995	28.64	32.88
presidir	V	10991	28.629	32.868
tonelada	N	10990	28.627	32.865
cariño	N	10988	28.622	32.859
protagonizar	V	10988	28.622	32.859
colonia	N	10981	28.603	32.838
combinación	N	10981	28.603	32.838
demandar	V	10969	28.572	32.802
orientación	N	10962	28.554	32.781
cola	N	10946	28.512	32.733
facilidad	N	10943	28.504	32.724
armar	V	10924	28.455	32.667
humo	N	10904	28.403	32.607
íntimo	A	10893	28.374	32.575
desastre	N	10878	28.335	32.53
hierro	N	10877	28.332	32.527
deber	N	10864	28.299	32.488
extraer	V	10856	28.278	32.464
google	N	10853	28.27	32.455
cocinar	V	10848	28.257	32.44
asesinar	V	10847	28.254	32.437
metal	N	10847	28.254	32.437
solicitud	N	10843	28.244	32.425
santo	A	10842	28.241	32.422
rechazo	N	10836	28.226	32.404
26	N	10835	28.223	32.401
estético	A	10825	28.197	32.371
definitivamente	R	10823	28.192	32.365
material	A	10816	28.174	32.344
descripción	N	10814	28.168	32.338
exclusivo	A	10810	28.158	32.326
brasileño	A	10802	28.137	32.302
particularmente	R	10795	28.119	32.282
terapia	N	10790	28.106	32.267
vacuna	N	10784	28.09	32.249
implementar	V	10782	28.085	32.243
sospechar	V	10782	28.085	32.243
misterio	N	10771	28.056	32.21
temprano	A	10770	28.054	32.207
ola	N	10767	28.046	32.198
rescatar	V	10766	28.043	32.195
lindo	A	10765	28.041	32.192
acostar	V	10764	28.038	32.189
vigilancia	N	10761	28.03	32.18
reflexionar	V	10750	28.002	32.147
solidaridad	N	10749	27.999	32.144
flujo	N	10748	27.996	32.141
Miguel	K	10740	27.976	32.117
sucio	A	10736	27.965	32.105
alimentario	A	10731	27.952	32.09
foro	N	10731	27.952	32.09
variación	N	10731	27.952	32.09
Honduras	K	10727	27.942	32.078
acostumbrar	V	10719	27.921	32.054
lujo	N	10696	27.861	31.985
prohibir	V	10678	27.814	31.932
pelea	N	10676	27.809	31.926
procedente	A	10671	27.796	31.911
operativo	A	10670	27.793	31.908
pasajero	N	10668	27.788	31.902
África	K	10663	27.775	31.887
1995	N	10659	27.765	31.875
Pablo	K	10658	27.762	31.872
digno	A	10648	27.736	31.842
Luis	K	10644	27.726	31.83
radical	A	10638	27.71	31.812
pesar	V	10636	27.705	31.806
invitado	N	10619	27.66	31.755
máximo	N	10610	27.637	31.728
vestido	A	10609	27.634	31.725
oponer	V	10608	27.632	31.722
núcleo	N	10606	27.627	31.716
atmósfera	N	10601	27.614	31.701
expuesto	A	10601	27.614	31.701
embajador	N	10599	27.608	31.695
dominicano	A	10598	27.606	31.692
expansión	N	10594	27.595	31.68
eficiencia	N	10589	27.582	31.665
capacitación	N	10588	27.58	31.662
hipótesis	N	10586	27.574	31.657
sexto	M	10584	27.569	31.651
automóvil	N	10571	27.535	31.612
once	M	10570	27.533	31.609
milagro	N	10558	27.502	31.573
por cierto	R	10558	27.502	31.573
creencia	N	10535	27.442	31.504
pedazo	N	10525	27.416	31.474
torre	N	10525	27.416	31.474
plástico	N	10515	27.39	31.444
lanzamiento	N	10514	27.387	31.441
500	M	10512	27.382	31.435
claridad	N	10505	27.363	31.414
geográfico	A	10495	27.337	31.384
comprensión	N	10492	27.33	31.375
imprimir	V	10477	27.291	31.331
queso	N	10477	27.291	31.331
argumentar	V	10471	27.275	31.313
consenso	N	10470	27.272	31.31
disparo	N	10466	27.262	31.298
alternativo	A	10454	27.231	31.262
ajustar	V	10450	27.22	31.25
terrorismo	N	10448	27.215	31.244
vídeo	N	10445	27.207	31.235
trámite	N	10442	27.199	31.226
divertido	A	10440	27.194	31.22
lentamente	R	10440	27.194	31.22
convocatoria	N	10430	27.168	31.19
virtual	A	10427	27.16	31.181
coordinador	N	10425	27.155	31.175
retrato	N	10425	27.155	31.175
asesino	N	10423	27.15	31.169
visible	A	10421	27.145	31.163
favorable	A	10419	27.139	31.157
psicológico	A	10416	27.132	31.148
escrito	N	10408	27.111	31.124
imprescindible	A	10404	27.1	31.112
ocurrido	A	10403	27.098	31.109
hectárea	N	10392	27.069	31.076
esposo	N	10387	27.056	31.061
iluminar	V	10387	27.056	31.061
i	N	10377	27.03	31.032
tropa	N	10371	27.014	31.014
ecosistema	N	10366	27.001	30.999
relatar	V	10359	26.983	30.978
dictar	V	10357	26.978	30.972
puesto	A	10353	26.968	30.96
the	F	10346	26.949	30.939
vergüenza	N	10341	26.936	30.924
descenso	N	10335	26.921	30.906
asociar	V	10329	26.905	30.888
software	N	10328	26.902	30.885
a	N	10325	26.895	30.876
arquitecto	N	10320	26.882	30.861
barrera	N	10320	26.882	30.861
70	N	10318	26.876	30.855
contaminación	N	10312	26.861	30.837
orgullo	N	10307	26.848	30.822
eficacia	N	10306	26.845	30.819
clásico	N	10302	26.835	30.807
delantero	N	10298	26.824	30.795
conjunto	A	10296	26.819	30.789
reducido	A	10291	26.806	30.774
concebir	V	10288	26.798	30.765
duelo	N	10285	26.79	30.756
inscribir	V	10282	26.783	30.747
hundir	V	10280	26.777	30.741
obedecer	V	10279	26.775	30.738
parlamentario	A	10276	26.767	30.729
corregir	V	10270	26.751	30.712
US$	N	10269	26.749	30.709
adaptación	N	10266	26.741	30.7
gen	N	10264	26.736	30.694
90	N	10262	26.731	30.688
tragedia	N	10258	26.72	30.676
ancho	A	10238	26.668	30.616
increíble	A	10230	26.647	30.592
estimular	V	10228	26.642	30.586
anoche	R	10208	26.59	30.526
filme	N	10205	26.582	30.517
separado	A	10199	26.566	30.499
viejo	N	10189	26.54	30.469
gira	N	10187	26.535	30.463
post merídiem	R	10180	26.517	30.442
defensor	N	10179	26.514	30.439
retomar	V	10177	26.509	30.433
fundamentalmente	R	10172	26.496	30.418
leyenda	N	10172	26.496	30.418
transcurrir	V	10167	26.483	30.404
orientar	V	10166	26.48	30.401
aula	N	10164	26.475	30.395
futbolista	N	10162	26.47	30.389
copia	N	10157	26.457	30.374
odio	N	10152	26.444	30.359
continuidad	N	10137	26.405	30.314
clínica	N	10134	26.397	30.305
necesariamente	R	10132	26.392	30.299
eficiente	A	10125	26.374	30.278
galería	N	10124	26.371	30.275
mero	A	10110	26.335	30.233
desprender	V	10109	26.332	30.23
abarcar	V	10098	26.303	30.197
nieto	N	10097	26.301	30.194
1990	N	10092	26.288	30.179
temblar	V	10089	26.28	30.17
guiar	V	10067	26.223	30.104
campesino	N	10066	26.22	30.101
efectivamente	R	10045	26.165	30.039
60	N	10044	26.163	30.036
derrotar	V	10037	26.144	30.015
ideológico	A	10034	26.137	30.006
alemán	N	10030	26.126	29.994
Caracas	K	10020	26.1	29.964
esencia	N	10008	26.069	29.928
exitoso	A	10008	26.069	29.928
depresión	N	10006	26.064	29.922
barato	A	10003	26.056	29.913
leve	A	10001	26.051	29.907
1994	N	9994	26.032	29.886
Carmen	K	9991	26.025	29.877
incapaz	A	9991	26.025	29.877
19	M	9984	26.006	29.856
transparencia	N	9984	26.006	29.856
engañar	V	9981	25.999	29.847
suceso	N	9981	25.999	29.847
húmedo	A	9978	25.991	29.838
delegación	N	9971	25.973	29.817
delgado	A	9969	25.967	29.811
sacerdote	N	9969	25.967	29.811
artificial	A	9959	25.941	29.782
excesivo	A	9954	25.928	29.767
certeza	N	9953	25.926	29.764
satisfacer	V	9938	25.887	29.719
delicado	A	9937	25.884	29.716
apartamento	N	9931	25.868	29.698
portal	N	9931	25.868	29.698
oeste	N	9924	25.85	29.677
desempeño	N	9919	25.837	29.662
taxi	N	9919	25.837	29.662
financiamiento	N	9918	25.834	29.659
tormenta	N	9912	25.819	29.641
desigualdad	N	9910	25.814	29.635
borrar	V	9907	25.806	29.626
editor	N	9907	25.806	29.626
saludable	A	9902	25.793	29.611
31	N	9900	25.788	29.605
mandato	N	9899	25.785	29.602
cartera	N	9894	25.772	29.587
estructural	A	9894	25.772	29.587
cartel	N	9884	25.746	29.557
angustia	N	9883	25.743	29.554
dramático	A	9878	25.73	29.539
destinar	V	9869	25.707	29.512
príncipe	N	9869	25.707	29.512
santo	N	9866	25.699	29.503
mágico	A	9865	25.696	29.5
21	M	9852	25.663	29.462
consejero	N	9851	25.66	29.459
captar	V	9841	25.634	29.429
valioso	A	9836	25.621	29.414
derivado	A	9822	25.584	29.372
convención	N	9821	25.582	29.369
consecutivo	A	9817	25.571	29.357
perdón	N	9816	25.569	29.354
remitir	V	9816	25.569	29.354
pata	N	9815	25.566	29.351
frenar	V	9813	25.561	29.345
anteriormente	R	9810	25.553	29.336
mas	C	9810	25.553	29.336
editorial	N	9804	25.538	29.318
trago	N	9800	25.527	29.306
examinar	V	9795	25.514	29.291
planificación	N	9794	25.511	29.288
forestal	A	9790	25.501	29.276
mediodía	N	9787	25.493	29.267
concretar	V	9780	25.475	29.246
Dr	K	9775	25.462	29.231
cargado	A	9774	25.459	29.228
definido	A	9774	25.459	29.228
fabricar	V	9772	25.454	29.222
receta	N	9766	25.439	29.204
300	M	9764	25.433	29.198
jurar	V	9763	25.431	29.195
calma	N	9760	25.423	29.186
Manuel	K	9756	25.412	29.174
acomodar	V	9752	25.402	29.163
enfermo	A	9752	25.402	29.163
tramo	N	9743	25.379	29.136
hallazgo	N	9742	25.376	29.133
apuesta	N	9734	25.355	29.109
explotar	V	9731	25.347	29.1
incendio	N	9723	25.327	29.076
100	N	9716	25.308	29.055
palo	N	9711	25.295	29.04
crónico	A	9709	25.29	29.034
enfrentamiento	N	9704	25.277	29.019
cuota	N	9699	25.264	29.004
29	N	9697	25.259	28.998
ligado	A	9697	25.259	28.998
Sevilla	K	9694	25.251	28.989
nave	N	9686	25.23	28.965
espiritual	A	9682	25.22	28.953
gota	N	9682	25.22	28.953
peor	R	9677	25.207	28.938
acostumbrado	A	9676	25.204	28.935
incorporación	N	9675	25.201	28.932
teatral	A	9675	25.201	28.932
entrenar	V	9670	25.188	28.917
apariencia	N	9668	25.183	28.911
violación	N	9665	25.175	28.902
ansiedad	N	9664	25.173	28.899
totalidad	N	9664	25.173	28.899
grueso	A	9661	25.165	28.89
liberación	N	9661	25.165	28.89
billete	N	9654	25.147	28.869
pobre	N	9653	25.144	28.866
administrar	V	9638	25.105	28.822
propiciar	V	9636	25.1	28.816
broma	N	9625	25.071	28.783
rabia	N	9613	25.04	28.747
acusación	N	9606	25.022	28.726
22	M	9583	24.962	28.657
residir	V	9582	24.959	28.654
entusiasmo	N	9580	24.954	28.648
satisfecho	A	9570	24.928	28.618
incertidumbre	N	9567	24.92	28.609
Puerto Rico	K	9566	24.918	28.606
evidenciar	V	9562	24.907	28.594
atento	A	9561	24.905	28.591
complejo	N	9559	24.899	28.585
reiterar	V	9558	24.897	28.582
debilidad	N	9556	24.892	28.576
sensible	A	9554	24.886	28.57
medalla	N	9552	24.881	28.564
fantasma	N	9551	24.878	28.561
sensibilidad	N	9548	24.871	28.552
escándalo	N	9545	24.863	28.543
directivo	N	9543	24.858	28.538
roca	N	9536	24.839	28.517
finca	N	9535	24.837	28.514
invadir	V	9532	24.829	28.505
dama	N	9525	24.811	28.484
locura	N	9523	24.806	28.478
ajuste	N	9505	24.759	28.424
mueble	N	9505	24.759	28.424
metodología	N	9497	24.738	28.4
tranquilidad	N	9496	24.735	28.397
Fernando	K	9493	24.727	28.388
encerrar	V	9493	24.727	28.388
mancha	N	9488	24.714	28.373
presunto	A	9482	24.699	28.355
prisa	N	9476	24.683	28.337
rosa	N	9476	24.683	28.337
liderazgo	N	9471	24.67	28.322
Real Madrid	K	9469	24.665	28.316
odiar	V	9467	24.66	28.31
El Salvador	K	9466	24.657	28.307
obstáculo	N	9454	24.626	28.271
sagrado	A	9454	24.626	28.271
solucionar	V	9454	24.626	28.271
reglamento	N	9449	24.613	28.256
respaldo	N	9447	24.608	28.25
balance	N	9446	24.605	28.247
simbólico	A	9445	24.602	28.244
variado	A	9441	24.592	28.232
onda	N	9440	24.589	28.229
sueldo	N	9440	24.589	28.229
estable	A	9438	24.584	28.224
récord	N	9434	24.574	28.212
legislador	N	9432	24.569	28.206
templo	N	9424	24.548	28.182
alterar	V	9422	24.542	28.176
explorar	V	9422	24.542	28.176
km	N	9422	24.542	28.176
motivar	V	9421	24.54	28.173
fama	N	9417	24.529	28.161
aislado	A	9405	24.498	28.125
oculto	A	9402	24.49	28.116
tapar	V	9390	24.459	28.08
trozo	N	9381	24.436	28.053
dignidad	N	9378	24.428	28.044
&	F	9369	24.404	28.017
rock	N	9368	24.402	28.014
desgracia	N	9367	24.399	28.011
desaparición	N	9365	24.394	28.005
reflejo	N	9357	24.373	27.981
utilidad	N	9355	24.368	27.975
operador	N	9354	24.365	27.972
ácido	N	9353	24.363	27.969
inspirar	V	9349	24.352	27.957
incidente	N	9347	24.347	27.951
ala	N	9338	24.324	27.924
protocolo	N	9337	24.321	27.921
seno	N	9334	24.313	27.913
ángel	N	9328	24.298	27.895
arco	N	9318	24.272	27.865
presidenta	N	9318	24.272	27.865
salsa	N	9316	24.266	27.859
cuarenta	M	9315	24.264	27.856
tesis	N	9311	24.253	27.844
juntar	V	9310	24.251	27.841
sacudir	V	9310	24.251	27.841
al tiempo que	C	9305	24.238	27.826
EEUU	K	9297	24.217	27.802
raza	N	9297	24.217	27.802
exclusivamente	R	9296	24.214	27.799
2016	N	9293	24.206	27.79
reina	N	9274	24.157	27.733
proveniente	A	9270	24.147	27.721
cuadrado	A	9269	24.144	27.718
ministra	N	9266	24.136	27.709
ganancia	N	9260	24.12	27.691
absurdo	A	9256	24.11	27.679
de manera que	C	9256	24.11	27.679
dorado	A	9256	24.11	27.679
ONU	K	9251	24.097	27.664
transferencia	N	9251	24.097	27.664
nocturno	A	9248	24.089	27.655
vidrio	N	9243	24.076	27.64
siempre que	C	9235	24.055	27.616
atar	V	9230	24.042	27.602
cuerda	N	9225	24.029	27.587
robo	N	9219	24.014	27.569
diablo	N	9216	24.006	27.56
asustar	V	9214	24.001	27.554
normalmente	R	9213	23.998	27.551
sostenible	A	9209	23.988	27.539
resumir	V	9207	23.982	27.533
soporte	N	9206	23.98	27.53
cenar	V	9205	23.977	27.527
fallo	N	9202	23.969	27.518
previamente	R	9200	23.964	27.512
camiseta	N	9194	23.949	27.494
experimento	N	9192	23.943	27.488
rumor	N	9178	23.907	27.446
implementación	N	9174	23.896	27.434
explosión	N	9169	23.883	27.419
oriental	A	9168	23.881	27.416
montón	N	9162	23.865	27.398
choque	N	9159	23.857	27.389
Chávez	K	9158	23.855	27.386
admirar	V	9157	23.852	27.383
tabaco	N	9156	23.85	27.38
apartado	N	9155	23.847	27.377
prestación	N	9142	23.813	27.338
monetario	A	9141	23.811	27.335
9	M	9139	23.805	27.329
documental	N	9137	23.8	27.323
estómago	N	9129	23.779	27.299
empate	N	9128	23.777	27.296
rutina	N	9117	23.748	27.264
inútil	A	9113	23.738	27.252
probabilidad	N	9113	23.738	27.252
Irak	K	9108	23.725	27.237
productividad	N	9103	23.712	27.222
reproducción	N	9101	23.706	27.216
severo	A	9088	23.672	27.177
35	M	9080	23.652	27.153
humano	N	9077	23.644	27.144
marcador	N	9075	23.639	27.138
narrar	V	9075	23.639	27.138
cincuenta	M	9070	23.626	27.123
financiación	N	9069	23.623	27.12
destrucción	N	9064	23.61	27.105
convencional	A	9059	23.597	27.09
enamorar	V	9053	23.581	27.072
orgulloso	A	9052	23.579	27.069
paro	N	9049	23.571	27.06
toque	N	9045	23.56	27.048
asignar	V	9031	23.524	27.006
espectacular	A	9027	23.514	26.994
mina	N	9024	23.506	26.985
huelga	N	9023	23.503	26.982
precisión	N	9020	23.495	26.974
provincial	A	9019	23.493	26.971
caro	A	9016	23.485	26.962
charla	N	9016	23.485	26.962
encargado	A	9014	23.48	26.956
acelerar	V	9007	23.461	26.935
ocasionar	V	9005	23.456	26.929
fotógrafo	N	8986	23.407	26.872
candidatura	N	8981	23.394	26.857
limpieza	N	8971	23.368	26.827
guitarra	N	8968	23.36	26.818
cebolla	N	8959	23.336	26.791
vigilar	V	8958	23.334	26.788
seguidor	N	8957	23.331	26.785
senado	N	8955	23.326	26.779
estancia	N	8950	23.313	26.764
convivencia	N	8945	23.3	26.749
alteración	N	8944	23.297	26.746
rango	N	8941	23.29	26.737
agudo	A	8932	23.266	26.71
castigo	N	8924	23.245	26.686
navidad	N	8921	23.237	26.677
coronel	N	8909	23.206	26.642
cementerio	N	8907	23.201	26.636
extrañar	V	8907	23.201	26.636
grano	N	8907	23.201	26.636
autorizar	V	8906	23.198	26.633
cinematográfico	A	8906	23.198	26.633
centímetro	N	8896	23.172	26.603
potencial	A	8884	23.141	26.567
ocupación	N	8878	23.125	26.549
brillar	V	8875	23.118	26.54
chocolate	N	8873	23.112	26.534
concesión	N	8873	23.112	26.534
verso	N	8869	23.102	26.522
circulación	N	8868	23.099	26.519
vegetal	A	8867	23.097	26.516
rezar	V	8865	23.092	26.51
culminar	V	8862	23.084	26.501
Jesús	K	8861	23.081	26.498
Laura	K	8861	23.081	26.498
aparte de	P	8861	23.081	26.498
conquistar	V	8858	23.073	26.489
elegante	A	8857	23.071	26.486
pollo	N	8854	23.063	26.477
selva	N	8854	23.063	26.477
Miami	K	8853	23.06	26.474
aficionado	N	8852	23.058	26.471
desierto	N	8852	23.058	26.471
licencia	N	8845	23.039	26.45
líquido	N	8838	23.021	26.429
estallar	V	8836	23.016	26.423
magnitud	N	8835	23.013	26.42
cirugía	N	8826	22.99	26.393
tragar	V	8824	22.985	26.387
detallar	V	8817	22.967	26.366
formular	V	8810	22.948	26.346
multiplicar	V	8807	22.941	26.337
PIB	K	8806	22.938	26.334
